bug_id,long_description,severity_category
CALENDAR-346890,"PrintPDE.plugin provides advanced print dialog functionality on the Mac.
We build it but we're not packaging it currently. 

As a result you see assertions like the following when printing from a debug build on the Mac:

###!!! ASSERTION: LoadPDEPlugIn() failed: 'NS_SUCCEEDED(rv)' file /Users/mwillis/moz/printing/mozilla/embedding/components/printingui/src/mac/nsPrintingPromptServiceX.cpp line 234


We should package PrintPDE.plugin with Sunbird.",major
SEAMONKEY-235447,"User-Agent:       
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.7b) Gecko/20040222 Firefox/0.8.0+ 

Please see screenshot: http://www.ulujain.org/images/objectnowork.gif
An image is embedded in a page using OBJECT using valid (X)HTML. The image
appears in the normal page view. If you right click and select Page Info -->
Media you do not get the image displayed. You get a generic icon. Other people
have reported the same result using Firebird/Fox. If the image is marked up
using IMG it is selectable and saveable from the Page Info --> Media tab.
The image has the proper MIME type associated with it.

Reproducible: Always
Steps to Reproduce:
1. Embed an image using OBJECT
2. Right click on page containing OBJECT
3. Try and select/save the image in Page Info --> Media 

Actual Results:  
Nothing happens. The image is not selectable/saveable

Expected Results:  
Displayed an image in the list of media types.",minor
CORE-232567,"Mozilla needs to remove all support for username and password authentication in
the URL from HTTP HTTPS and HTTP with SSL. This problematic feature allows
URLs in the form of:

http://username1:password2@example.com

Currently when Mozilla gets that URL it takes the user to example.com and logs
the user in as username1 with password2. Unfortunately this can be
exploited. Indeed it has grown increasingly common that URLs in the form of
http://username:password@example.com are creating large security problems. Take
this example:

http://www.mozilla.org&item%3Dq:20933773d88383h2nf8dhdfjk3jk377d7djk3354@example.com/bad/evil/fraud/identitytheft

Following that URL a user might think he is going to the friendly confines of
mozilla.org. Unfortunately he ends up at the unfriendly confines of
http://example.com/bad/evil/fraud/identitytheft. 

This feature is being used today to harm and exploit our users. We have to respond.

Mozilla has made improvements in our handling of these URLs. Further
improvements are on the drawing board. 

Neverthless any improvements ultimately cannot raise our level of security high
enough. We can try to fashion a dialog box or even highlight the URL in an eye
catching manner. User education must accompany any such enhancement of course.
The Internet will always have many new inexperienced and uneducated users.
Even experienced users sometimes click on the wrong URLs by accident. Therefore
it is inevitable that many Mozilla users will be exploited by this feature no
matter how we improve on it.

The only way to really solve the problem once and for all is to rip out URL
authentication altogether.

RFC 1738 may indeed require that an HTTP(S) implementation (like Mozilla) honor
URL authentication. 

http://www.faqs.org/rfcs/rfc1738.html

Allowing these kinds of URLs was fine a few years ago. Today however it
creates a security hole ever more commonly exploited. The Mozilla Project does
need to honor standards. Yet when the purpose of a certain standard is no
longer relevant or is outweighed by other concerns--such as security--then we
have to react to the changing real world conditions. Today the cost of
supporting this feature far outweighs the benefit. By removing this feature we
will fix a major security hole for good.

Microsoft has announced it will remove support for these URLs.

http://support.microsoft.com/default.aspx?scid=kb[LN]834489

Since MSIE currently has an 80%+ market share most sites that make use of this
feature will soon give it up. Thus when Mozilla follows suit and removes the
feature our userbase will not be terribly aggrieved.

Neither FTP nor any other protocol is affected by this bug report.",major
SEAMONKEY-32180,"From Bugzilla Helper:
User-Agent: Mozilla/4.7 [en] (X11 I IRIX 6.5 IP32)
BuildID:    Didn't get that far but the tar is dated Mar 16 17:29

Mozilla for IRIX does not properly link to the libgtk-1.2.so.
App does not start at all.

Reproducible: Always
Steps to Reproduce:
1. type mozilla at the command line
2.
3.

Actual Results:  % ./mozilla
.//run-mozilla.sh ./mozilla-bin
MOZILLA_FIVE_HOME=/wb/people/greg/downloads/package
 
LD_LIBRARY_PATH=/wb/people/greg/downloads/package:/wb/apps/Softimage/Soft3D_3.8SP2/3D/dso:/wb/apps/Softimage/Soft3D_3.8SP2/3D/custom/bin:/wb/apps/Softimage/Soft3D_3.8SP2/3D/custom/dso:/wb/apps/Softimage/Soft3D_3.8SP2/Particle/dso:/wb/apps/Softimage/Soft3D_3.8SP2/3D/dso/softGraphicOGL:/wb/apps/aw/COM/lib:/wb/apps/aw/maya/bin/plug-ins:/wb/apps/aw/maya/lib:/wb/apps/aw/studiopaint9.0/installsysfiles/ImageVision/filefmt:/wb/apps/aw/studiopaint9.0/lib:/wb/apps/aw/studiopaint9.0/plug-ins:/wb/apps/mi/shaders:/wb/apps/mi/mayatomi/lib:/wb/apps/mi/mayatomi:
       SHLIB_PATH=/wb/people/greg/downloads/package
          LIBPATH=/wb/people/greg/downloads/package
      MOZ_PROGRAM=./mozilla-bin
      MOZ_TOOLKIT=
        moz_debug=0
     moz_debugger=
13207:./mozilla-bin: rld: Warning: Version Search Suppressed in ./mozilla-bin
Because Object libgtk-1.2.so in liblist has non-sgi interface version (0.0)
13207:./mozilla-bin: rld: Fatal Error: Cannot Successfully map soname
'libgtk-1.2.so' under any of the filenames
./libgtk-1.2.so:/wb/apps/Softimage/Soft3D_3.8SP2/3D/dso/libgtk-1.2.so:/wb/apps/Softimage/Soft3D_3.8SP2/3D/custom/bin/libgtk-1.2.so:/wb/apps/Softimage/Soft3D_3.8SP2/3D/custom/dso/libgtk-1.2.so:/wb/apps/Softimage/Soft3D_3.8SP2/Particle/dso/libgtk-1.2.so:/wb/apps/Softimage/Soft3D_3.8SP2/3D/dso/softGraphicOGL/libgtk-1.2.so:/wb/apps/aw/COM/lib/libgtk-1.2.so:/wb/apps/aw/maya/bin/plug-ins/libgtk-1.2.so:/wb/apps/aw/maya/lib/libgtk-1.2.so:/wb/apps/aw/studiopaint9.0/installsysfiles/ImageVision/filefmt/libgtk-1.2.so:/wb/apps/aw/studiopaint9.0/lib/libgtk-1.2.so:/wb/apps/aw/studiopaint9.0/plug-ins/libgtk-1.2.so:/wb/apps/mi/shaders/libgtk-1.2.so:/wb/apps/mi/mayatomi/lib/libgtk-1.2.so:/wb/apps/mi/mayatomi/libgtk-1.2.so:/usr/lib32/libgtk-1.2.so:/usr/lib32/internal/libgtk-1.2.so:/lib32/libgtk-1.2.so:/opt/lib32/libgtk-1.2.so: 
% 

Expected Results:  
Mozilla should start


Seeing that mozilla was having problems finding the libgtk
library I copied libgtk-1.2.so directly to the mozilla 
directory and added . to the LD_LIBRARYN32_PATH.  This 
didn't help.  The root of the problem seems to be the 
Object libgtk-1.2.so in liblist has non-sgi interface version (0.0)
error message.  This is not a normal message for just a 
missing library.  The library is found properly by our 
other gtk apps.",blocker
SEAMONKEY-258361, ,trivial
THUNDERBIRD-361150,"User-Agent:       Mozilla/5.0 (X11 U Linux i686 en-US rv:1.9a1) Gecko/20061113 Minefield/3.0a1
Build Identifier: Mozilla/5.0 (X11 U Linux i686 en-US rv:1.9a1) Gecko/20061113 Minefield/3.0a1

Using TB-3a1 (20061118) under Fedora core 5.

After settings one of my RSS folder's Message Aging to Delete all but last '20' messages whenever I click on that folder after new RSS feeds are downloaded  TB-3a1 crashes and opens 'Netscape Quality Feedback'.

Reproducible: Always

Steps to Reproduce:
1.Set Messaging policy of any RSS folder to Delete all but last 'XX' messages

2.Select any Other folder.Download some RSS feeds for that RSS folder by Get Mail > News & Blogs.

3.Click on that RSS folder.

Actual Results:  
TB-3a1 crashes and opens 'Netscape Quality Feedback'

Expected Results:  
Message Aging should work without any problem.

Some Other Talkback ID:
TB26180891Z
TB26182711X

This same behaviour occurs for any other mail folder also.",critical
RELEASE_ENGINEERING-471754,"moz2-win32-slave13 is burning WINNT 5.2 mozilla-1.9.1 unit test % after getting itself confused by an accidental checkin to the GECKO191b2_20081125_RELBRANCH which has now left it hanging there building revision 4f216e3d60cf over and over again since it lacks enough sense to |hg update -r default|.

I presume you don't have instructions for updating (or blowing away) repos but perhaps it can be shut down to keep it from grabbing jobs and burning up the tree before passing it on to build?",major
CORE-168614,"Hello
  It would appear none of the environment variables TMP  TMPDIR TEMP are
honored by Mozilla version 1.0.0.2002052918. It always uses /tmp. I dumped the
environment by editing the run-mozilla.sh script just before it executed
mozilla-bin:

        ## Run the program
        ##

set>/tmp/environ

        $prog ${1+$@}


After launching the /tmp/environ file contained: (relevent variables only:)

TEMP=/home/john/.tmpdir
TMP=/home/john/.tmpdir
TMPDIR=/home/john/.tmpdir

The /home/john/.tmpdir exists and permissions are fine.",critical
FIREFOX-413094,The quite-application and quit-application-granted observers are unnecessarily registered by FUEL Application class.  These observers can be removed.  This change should also affect bug 407963 which is trying to move this code too toolkit.,minor
ADDONS.MOZILLA.ORG_GRAVEYARD-494479,"These all get the same list of collections:
https://preview.addons.mozilla.org/en-US/firefox/
https://preview.addons.mozilla.org/en-US/thunderbird/
https://preview.addons.mozilla.org/en-US/seamonkey/
https://preview.addons.mozilla.org/en-US/sunbird/
https://preview.addons.mozilla.org/en-US/fennec/

A collection shouldn't be shown if it's incompatible with the application. At minimum collections lacking any add-ons compatible with the application should not be shown. To fully fix this you would want to only show collections with all add-ons compatible with the given application. Showing fully or even partially incompatible collections will easily confuse users.",major
FIREFOX-405114,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.9b1) Gecko/2007110904 Firefox/3.0b1
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.9b1) Gecko/2007110904 Firefox/3.0b1

As per subject but add to that I do not get the message asking me whether I would like to save my current tabs. When click to close Firefox closes without prompting me that I am closing multiple tabs. 

Installation on this and my work machine is similar. I don't have this problem with the work machine though. 

Reproducible: Always

Steps to Reproduce:
1. Open Firefox with Multiple tabs
2. Close Firefox it closes straight away. 
3. Report to Bugzilla
Actual Results:  
Firefox closed suddenly instead of asking me whether I want to close as I have multiple tab. 

Expected Results:  
Firefox should prompt me to close.",major
FIREFOX-220975,"For pages having alternate stylesheets but where there is no base stylesheet
(eg a lack of a stylesheet without a title attribute) the style sheet selector
does not display 'No Theme' but instead only displays 'Basic Theme' along with
the titles of the other themes on that page. This is incorrect - such pages do
not have a base or basic theme/style to speak of. Moreover selecting 'Basic
Theme' does what 'No Theme' usually does - completely strips all styling from
the page whereas on pages with both 'No Theme' and 'Basic Theme' the latter
just strips the styling of the alternate stylesheets but not that of the
untitled base theme.

At present Asa's blog is an example of such a page. I'm also going to attach a
pair of test cases.",minor
SEAMONKEY-242301,"There are two issues in this function:

1)  If type is not set you'll get back null and then trying to call indexOf on
    it will throw.
2)  You'd be better off detecting an image by going through
    nsIImageLoadingContent and looking for an actual image hanging off the node.

#1 is extremely bad -- it makes very broken context menus come up (think every
single item enabled).

You can test with the testcase (and patch) in bug 122685",major
SEAMONKEY-175092,"major privacy/security and correctness issue.

load a slashdot page in one tab.
select a bugzilla link in another application.
ctrl+middle-click mozilla to load the bugzilla link in a new tab.
bugzilla slashdot blocked page is shown

Some situations we're feeding sites private URLs.
Some situations we're just feeding sites bogus referer data corrupting their
links-in data and confusing them to how we got from the open page to theirs.

Linux 2002101508.",major
CORE-294638,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.7.2) Gecko/20040803
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.7.2) Gecko/20040803

I surf to the page the title appears correctly so some of the page clearly is
parsed right. then it freezes completely (all windows) and I have to kill it
using the tasklist (loosing all open windows).

Reproducible: Always

Steps to Reproduce:
1. surf to http://www.indymedia.org.uk/en/newswire/archive1498.html

Actual Results:  
complete freeze for all mozilla windows

Expected Results:  
displayed the webpage",critical
MOZILLA_LOCALIZATIONS-316133,"Hi this bug both affects and blocks nb and nn.
You're using the same search engine plugins and I'd like you to get those to a 
single set using names like bok-no.src. In addition please use the current
amazon-en-GB and there are wrong encodings in amazon bok google qxl yahoo.
That should be macroman not utf-8. (Don't use mac line endings though)
iconv -f utf-8 -t macroman 
is a start if it doesn't work use the charset directive
http://mycroft.mozdev.org/deepdocs/interprettag.html#charset.

In the bookmarks please remove the community links in the personal toolbar 
folder maybe add one (of the two in case of nn) to the mozilla and firefox
folder beneath the mozilla.com and mozilla-europe link. Talking about that
please add a link to http://www.mozilla-europe.org/no/ beneath the mozilla.com
link too (I guess no is ok for nn too).
Ronny please remove the dictionary.com quick search too.

Thanks and please attach patches and request approval-l10n on them.",blocker
MAILNEWS_CORE-92111,"Using _both_ Netscape Communicator 4.76 and Mozilla 0.9.2 I have last attachment
in the list truncated (if it's only one attachment than it happens only
sometimes). That happens to all types of attachments (pictures - you can see
them truncated Word documents). Outlook Express views/downloads thouse files
normaly. Same happened in older Communicators (4.7 etc) and Mozillas (M18 I think).
Using Microsoft Exchange 5.5 Build 2653.23 SP4 with default Internet Mail
Service settings.",critical
SEAMONKEY-188943,"There have been a lot of crashed with Mozilla 1.3 Alpha under the nspr4.dll
stack signature.  The stack trace isn't very helpful but there are a lot of
urls and comments that might help us reproduce.  Most users mention clicking on
links before seeing the crash.

Here is the latest from Talkback:
5   nspr4.dll   345 
 
====================================================================================================
     Count   Offset    Real Signature
[ 96   nspr4.dll + 0x12459 (0x60fd2459) 617f2e07 - nspr4.dll + 0x12459
(0x60fd2459) ]
[ 46   nspr4.dll + 0x12459 (0x60fd2459) 9b919572 - nspr4.dll + 0x12459
(0x60fd2459) ]
[ 15   nspr4.dll + 0x12459 (0x60fd2459) 0fd1c13c - nspr4.dll + 0x12459
(0x60fd2459) ]
[ 12   nspr4.dll + 0x12459 (0x60fd2459) 4571626b - nspr4.dll + 0x12459
(0x60fd2459) ]
[ 12   nspr4.dll + 0x12459 (0x60fd2459) 414e31fd - nspr4.dll + 0x12459
(0x60fd2459) ]
[ 10   nspr4.dll + 0x12459 (0x60fd2459) d41821b9 - nspr4.dll + 0x12459
(0x60fd2459) ]
[ 9   nspr4.dll + 0x12459 (0x60fd2459) eb49543c - nspr4.dll + 0x12459 (0x60fd2459) ]
[ 7   nspr4.dll + 0x12459 (0x60fd2459) 8ee54fe5 - nspr4.dll + 0x12459 (0x60fd2459) ]
[ 6   nspr4.dll + 0x12459 (0x60fd2459) b447ff1a - nspr4.dll + 0x12459 (0x60fd2459) ]
[ 6   nspr4.dll + 0x12459 (0x60fd2459) 463c7252 - nspr4.dll + 0x12459 (0x60fd2459) ]
[ 5   nspr4.dll + 0x12459 (0x60fd2459) f8f94aaf - nspr4.dll + 0x12459 (0x60fd2459) ]
 
     Crash date range: 2003-01-09 to 2003-01-11
     Min/Max Seconds since last crash: 12 - 1865548
     Min/Max Runtime: 317 - 13836471
     Keyword List : click(11) http(5) link(6) mail(4)  
     Count   Platform List 
     145   Windows NT 5.1 build 2600
     79   Windows NT 5.0 build 2195
 
     Count   Build Id List 
     224   2002121215
 
     No of Unique Users       189
 
 Stack trace(Frame) 

	 nspr4.dll + 0x12459 (0x60fd2459)  
	 xpcom.dll + 0x30a52 (0x61de0a52)  
	 USER32.dll + 0x27ad7 (0x77d67ad7)  
	 0x5e204689   
 
     (16071503)	URL: http://www.alandfaraway.net/
     (16071501)	Comments: anacho
     (16070954)	URL: www.pricewatch.com
     (16070954)	Comments: Clicked on a buy button
     (16070166)	URL: http://www.thedenverchannel.com/
     (16069843)	Comments: open page in new window
     (16069400)	URL: http://www.civfanatics.com
     (16069400)	Comments: A useless annoying popup window was opening.
     (16069323)	Comments: Clicked on following URL in Netscape mail:   
     (16069323)	Comments: 
http://www.sierratradingpost.com/xq/asp/base_no.61199/str_base_no.60656 60719
60763 60770 60963 60964 61002 61081 61087 61093 61152 61172 61173 61199 61225
61258 61266 61285 61290 61291
/header_title./page_name.prod_list_display_special.asp/search_type.L
     (16069323)	Comments:
1%7E366/size1./size2./gender.0/ShowImages.yes/sq.60/cont.1/sqlSearchStr./intPgNo.4/special_type.sale/qx/product.asp
     (16068756)	URL:
http://eq.castersrealm.com/archetype/default.asp?Action=Cat&ClassId=10
     (16068081)	URL: loading a message at www.abuse101.com
     (16067478)	Comments: clicked on an internet URL inside of an e-mail.  
     (16066563)	URL: http://babylonscript.free.fr/
     (16066563)	Comments: don't know! just surfing
     (16066193)	URL: www.monima.cz
     (16066193)	Comments: detail of product
     (16064644)	URL: www.abit-usa.com/products/mb/be7g/
     (16064644)	Comments: clicked on a MB for a larger size and this was generated.
     (16062458)	URL: www.sotovik.ru
     (16062458)	Comments: Clicked on the link.
     (16061425)	URL: www.wodisoft.com
     (16061425)	Comments: always the same
     (16061281)	Comments: same procedure as last year
     (16061265)	Comments: I was opening a website that was in my sidebar (dont
remember which one) Please allow middle mouse button clicking in the sidebar to
open web pages in a new tab easily.
     (16060673)	Comments: viewing a picture 1024x768 from www.wodisoft.com
     (16059805)	URL: www.google.com
     (16059805)	Comments: search google for information on kazaa
     (16059426)	URL: www.tv.nu
     (16059235)	URL: www.gathering.tweakers.net
     (16056988)	Comments: clicked on a link included in an email message. the
link is -   
http://computerworld.com/newsletter/0%2C4902%2C77450%2C0.html?nlid=PM  
     (16056823)	Comments: opening a link (by javascript) on googlefigth
     (16056635)	Comments: I was clicking the back button from
http://alameda.abracat.com/c2/apartments/results/index.xml
     (16055938)	URL: http://noc.live365.com:81/functions/confirm-survey.html
     (16055938)	Comments: I submitted a web form in an email within the mail
client  which opened the browser and killed Mozilla. I tried to reproducable the
problem  but with no success: after the incident  it worked just like it should.
     (16055681)	URL: www.clarin.com.ar
     (16055681)	Comments: browsing
     (16054029)	URL: http://www.mail.com
     (16052466)	URL: www.tucows.com
     (16052466)	Comments: Clicked on the link to www.gozilla.com (new window popup)
     (16051541)	URL: http://www pixelgenius.com
     (16051191)	URL: http://www.bids.co.uk
     (16050579)	URL: www.loi.nl
     (16050323)	URL: http://www.capoeira.nu
     (16050323)	Comments: Simply opening a gif image
     (16048664)	Comments: crashed on a meta refresh html doc when opened in a
new window
     (16048327)	URL: www.amazon.de
     (16048060)	URL: tw.giga-byte.com
     (16047599)	URL: www.nvidia.com
     (16046195)	URL: http://www.thedenverchannel.com/
     (16046052)	URL: http://www.thedenverchannel.com/
     (16045896)	Comments: loading pdf document
     (16045695)	URL: http://www.thedenverchannel.com/
     (16043726)	URL:
http://discovirtual.terra.com.mx/vd/vd.cgi?+_wi=126302-14341-85681&_we=13
     (16043726)	Comments: I just browsed to http://www.camwhores.com and waited.
     (16043492)	URL: www.gtcomm.net
     (16043492)	Comments: clicked on show all vhosts  new window started to open
 then died
     (16041080)	Comments: ?i????  when i open http://emset.com
     (16040931)	URL: freshmeat.net
     (16040931)	Comments: Had two tabs open  selected a link (to a screenshot)
to open in a new tab  * crash *. Normally these freshmeat screenshot links spawn
a new window I think the freshmeat screenshots open via javascript (?).  
     (16040875)	URL: pocomail.com
     (16040875)	Comments: web tour  looking at address book screenshot
     (16039118)	URL: http://www.thedenverchannel.com/
     (16038860)	URL: http://games.swirve.com/utopia
     (16038860)	Comments: Nothing...
     (16038841)	URL: www.sharereactor.com
     (16038841)	Comments: clicked a picture link that opened a new window and it
crashed
 
====================================================================================================
     Count   Offset    Real Signature
[ 12   nspr4.dll + 0x12456 (0x60fd2456) 7c75b554 - nspr4.dll + 0x12456
(0x60fd2456) ]
[ 11   nspr4.dll + 0x12456 (0x60fd2456) 869b0e21 - nspr4.dll + 0x12456
(0x60fd2456) ]
 
     Crash date range: 2003-01-10 to 2003-01-11
     Min/Max Seconds since last crash: 202 - 396106
     Min/Max Runtime: 3244 - 977935
     Keyword List :  
     Count   Platform List 
     12   Windows NT 5.1 build 2600
     11   Windows NT 5.0 build 2195
 
     Count   Build Id List 
     23   2002121215
 
     No of Unique Users        22
 
 Stack trace(Frame) 

	 nspr4.dll + 0x12456 (0x60fd2456)  
	 xpcom.dll + 0x30a52 (0x61de0a52)  
	 USER32.dll + 0x27ad7 (0x77d67ad7)  
	 0x5e204689   
 
     (16071382)	Comments: Clicked a link  
     (16067826)	URL: www.skinz.org
     (16067826)	Comments: browsing for wallpaper
     (16055754)	URL: http://edicola.html.it/best.htm
     (16055456)	URL: www.hgtv.com
     (16055456)	Comments: I was at hgtv.com and clicked on the enter today link.
 That is when Netscape died.
     (16046717)	URL: www.wincustomize.com
     (16041161)	URL: loading a message at www.abuse101.com
     (16040811)	URL: loading a message at www.abuse101.com
     (16039035)	Comments: looking up a word at dictionary.com

================================================================================
Rank    StackSignature    Count  

16   NSPR4.DLL   39 
 
====================================================================================================
     Count   Offset    Real Signature
[ 15   NSPR4.DLL + 0x12456 (0x60fd2456) 04dd5da7 - NSPR4.DLL + 0x12456
(0x60fd2456) ]
[ 2   NSPR4.DLL + 0x12456 (0x60fd2456) 3b7b19ce - NSPR4.DLL + 0x12456 (0x60fd2456) ]
 
     Crash date range: 2003-01-10 to 2003-01-11
     Min/Max Seconds since last crash: 54 - 407588
     Min/Max Runtime: 54 - 1932480
     Keyword List :  
     Count   Platform List 
     13   Windows 98 4.10 build 67766446
     2   Windows 98 4.90 build 73010104
     2   Windows 98 4.10 build 67766222
 
     Count   Build Id List 
     17   2002121215
 
     No of Unique Users        16
 
 Stack trace(Frame) 

	 NSPR4.DLL + 0x12456 (0x60fd2456)  
	 XPCOM.DLL + 0x30a52 (0x61de0a52)  
	 KERNEL32.DLL + 0x363b (0xbff7363b)  
	 0x5e204689   
 
     (16061532)	URL: www.benq.com
     (16054043)	URL: www.netscape\comp\netscape
     (16048256)	URL:
http://cgi.es.ebay.com/ws/eBayISAPI.dll?ViewItem&item=1565954600
     (16047420)	URL: www.windows.com
     (16047420)	Comments: updating
     (16040077)	URL: www.northwestsavingsbank.com
 
====================================================================================================
     Count   Offset    Real Signature
[ 9   NSPR4.DLL + 0x12460 (0x60fd2460) bd12ca65 - NSPR4.DLL + 0x12460 (0x60fd2460) ]
[ 6   NSPR4.DLL + 0x12460 (0x60fd2460) 82b48e0c - NSPR4.DLL + 0x12460 (0x60fd2460) ]
 
     Crash date range: 2003-01-10 to 2003-01-11
     Min/Max Seconds since last crash: 34 - 176516
     Min/Max Runtime: 716 - 943466
     Keyword List :  
     Count   Platform List 
     6   Windows 98 4.90 build 73010104
     6   Windows 98 4.10 build 67766446
     3   Windows 98 4.10 build 67766222
 
     Count   Build Id List 
     15   2002121215
 
     No of Unique Users        15
 
 Stack trace(Frame) 

	 NSPR4.DLL + 0x12460 (0x60fd2460)  
	 XPCOM.DLL + 0x30a52 (0x61de0a52)  
	 KERNEL32.DLL + 0x363b (0xbff7363b)  
	 0x5e204689   
 
     (16045680)	URL: www.yahoo.com
     (16045448)	URL: rootsmusiccanada.com
     (16042856)	URL: http://www.ffwa.org
     (16042856)	Comments: Surviving a barrage of pop-ups
     (16042570)	URL: www.moosehockey.ca
     (16041565)	Comments: I was clicking on a link.
 
====================================================================================================
     Count   Offset    Real Signature
[ 5   NSPR4.DLL + 0x12459 (0x60fd2459) 739a5304 - NSPR4.DLL + 0x12459 (0x60fd2459) ]
[ 1   NSPR4.DLL + 0x12459 (0x60fd2459) 9853a547 - NSPR4.DLL + 0x12459 (0x60fd2459) ]
[ 1   NSPR4.DLL + 0x12459 (0x60fd2459) 4c3c176d - NSPR4.DLL + 0x12459 (0x60fd2459) ]
 
     Crash date range: 2003-01-10 to 2003-01-11
     Min/Max Seconds since last crash: 311 - 58770
     Min/Max Runtime: 57643 - 459541
     Keyword List :  
     Count   Platform List 
     5   Windows 98 4.10 build 67766446
     1   Windows 98 4.90 build 73010104
     1   Windows 95 4.0 build 67109814
 
     Count   Build Id List 
     7   2002121215
 
     No of Unique Users         7
 
 Stack trace(Frame) 

	 NSPR4.DLL + 0x12459 (0x60fd2459)  
	 XPCOM.DLL + 0x30a52 (0x61de0a52)  
	 KERNEL32.DLL + 0x363b (0xbff7363b)  
	 0x5e204689   
 
     (16065557)	URL: www.danfoss.com
     (16062289)	URL: www.intelihealth.com/IH/ihtlH/WSIHW000/23722...",critical
FIREFOX_BUILD_SYSTEM-437633,"In build/pgo/automation.py.in there's this:

  class Process:
    
    Represents a subprocess of this process.  We don't just directly use the
    subprocess module here because we want compatibility with Python 2.3 on
    non-Windows platforms.  :-(
    

subprocess isn't included in the Python 2.3 standard library but it *is* compatible with Python 2.3 (and even 2.2) all we need to do is hg add a copy of subprocess.py (with a different name) and conditionally import that.

(Might not be worth it although it does look like Process would tend to create zombie processes when exceptions happen.  Filing for good luck.)",minor
CORE-528566,"User-Agent:       Mozilla/5.0 (compatible Konqueror/4.3 Linux) KHTML/4.3.73 (like Gecko)
Build Identifier: Mozilla/5.0 (X11 U Linux i686 (x86_64) de rv:1.9.1.5) Gecko/20091102 Firefox/3.5.5

If I go to https://politbuero.dyndns.org/audiotest.html I cannot hear any sound. When I UNcomment //audio.play() it works.

For some reason adding function foo() as event listeners for these events does not work. The alert(foo!) does never show.

There's no errors in the console firebug shows no problems either. I tried finding the problems for days no success. Noone in #js or #firefox could help.

Same problem on winXp/32.

Reproducible: Always",major
CORE-285691,"20050310 trunk build (20050309 trunk build does not crash):

Go to gmail.google.com
Fill in name & password
hit return

Keep trying. There's a good chance it'll crash. Reduced testcase coming up.

Stack trace:

nsQueryInterface::operator()
nsCOMPtr_base::assign_from_qi
nsCOMPtr::operator=
XPCWrappedNative::GetNewOrUsed (see note below)*
XPCConvert::NativeInterface2JSObject
nsXPConnect::WrapNative
nsJSEventListener::HandleEvent
nsEventListenerManager::HandleEventSubType
nsEventListenerManager::HandleEvent
nsGenericElement::HandleDOMEvent
nsHTMLFormElement::HandleDOMEvent
PresShell::HandleDOMEventWithTarget (form submit)
nsHTMLInputElement::HandleDOMEvent
PresShell::HandleDOMEventWithTarget (mouseclick)
nsHTMLInputElement::MaybeSubmitForm
nsHTMLInputElement::HandleDOMEvent (keypress)
PresShell::HandleEventInternal
PresShell::HandleEvent
nsViewManager::HandleEvent
nsViewManager::DispatchEvent
HandleEvent
nsWindow::DispatchEvent
nsWindow::DispatchWindowEvent (keypress)
nsWindow::DispatchKeyEvent
nsWindow::OnKeyDown
nsWindow::ProcessMessage

* at GetNewOrUsed line 229:

        identity = do_QueryInterface(Object)

Object points to some deleted thing.

Similar to bug 285579? The stack traces are different.

I've set the component and cc:s from a guess after looking at the 20050310
checkins. It seems like the checkin for bug 285404 would be the cause. I haven't
verified that.",critical
CORE-67699,"xpconnect interface flattening (bug 13422) requires a scheme for asking any 
given object for info about its class. I intend this to be an interface on the 
object's class object. More to come...",major
CORE-103777,"Crashes at nsFontMetricsWinA::ResolveForwards (on Windows 95) and in
nsFontMetricsWinA::ResolveForwards (on Windows 98 and Windows NT 5.0) seemed to
start around the time of the font landing (9/27).  Looking at the disassembly in
the talkback both cases seem like the nsFontWin* retrieved from mLoadedFonts
was null.  (The crashes are on line 3289 and line 4762.)

Example stacks are (note that the line numbers point to line-after):

nsFontMetricsWinA::ResolveForwards
[d:\builds\seamonkey\mozilla\gfx\src\windows\nsFontMetricsWin.cpp line 4764]
nsRenderingContextWin::GetTextDimensions
[d:\builds\seamonkey\mozilla\gfx\src\windows\nsRenderingContextWin.cpp line 2197]
nsTextFrame::ComputeWordFragmentDimensions
[d:\builds\seamonkey\mozilla\layout\html\base\src\nsTextFrame.cpp line 5538]
nsTextFrame::ComputeTotalWordDimensions
[d:\builds\seamonkey\mozilla\layout\html\base\src\nsTextFrame.cpp line 5379]
nsTextFrame::MeasureText
[d:\builds\seamonkey\mozilla\layout\html\base\src\nsTextFrame.cpp line 4868]
nsTextFrame::Reflow
[d:\builds\seamonkey\mozilla\layout\html\base\src\nsTextFrame.cpp line 5125] 

or

nsFontMetricsWin::ResolveForwards
[d:\builds\seamonkey\mozilla\gfx\src\windows\nsFontMetricsWin.cpp line 3291]
nsRenderingContextWin::GetTextDimensions
[d:\builds\seamonkey\mozilla\gfx\src\windows\nsRenderingContextWin.cpp line 2197]
nsTextFrame::MeasureText
[d:\builds\seamonkey\mozilla\layout\html\base\src\nsTextFrame.cpp line 4602]
nsTextFrame::Reflow
[d:\builds\seamonkey\mozilla\layout\html\base\src\nsTextFrame.cpp line 5125]",critical
